comment,comment_id,source
"""Live p more.""","""10154706823861522_1049772675120625""",MOCHA
"""Ano sila hello kaya nga tayo lumalaban para sa pagbabago tapos magnegative tayo dito..mga demons sila.""","""10154706823861522_1771820383066346""",MOCHA
"""Hayaan nalang sila kasi inggit ang mga iyan""","""10154706823861522_1782491911991417""",MOCHA
"""Ms mocha hello po""","""10154706823861522_862593630543605""",MOCHA
"""We can make our own counter petition.""","""10154706823861522_980530878725793""",MOCHA
"""Walang may karapatan gumawa nyan sayo""","""10154706823861522_980530935392454""",MOCHA
"""Anu bang problema syo? Hnd ka naman nagiimbento ng kwento. Hnd ka naman nagbabalita ng mga bagay na edited. Hnd ko magets ha. What is the issue in your page. Are they so affected to that extent.? Hey FB management, if some people find her page offensive, then you should also consider na nakakatulong din naman sa iba. I think naman madami din pages o posts na ganun, we cannot please everyone. Yang mga nagpapasuspend na yan, sila sila lang din yan. Haist!!""","""10154706823861522_623474931187337""",MOCHA
"""Correct""","""10154706823861522_1135796186509550""",MOCHA
"""Hello Miss Mocha  salamat po  hnd pwd samasama tayo sa pagbabago at samahan natin Tatay digong ...miss ka namin ng mga ka DDS""","""10154706823861522_1773719792893704""",MOCHA
"""Watching from Japan""","""10154706823861522_1809193389369605""",MOCHA
"""Inggit lang sayo whag mo sila pansinin patuloy tayo sa pag iingay""","""10154706823861522_1782492028658072""",MOCHA
"""We're behind you MOCHA USON BLOG""","""10154706823861522_677208599104133""",MOCHA
"""Ms.mocha wag ka mag pa apekto andito kami oi,huhuhu....susuporta sa iyo ms.mocha""","""10154706823861522_698997050266509""",MOCHA
"""Don't give up Mocha...""","""10154706823861522_1285983471445862""",MOCHA
"""Hi mocha. Been following u from singapore""","""10154706823861522_561211344083348""",MOCHA
"""Hnd pwd yan""","""10154706823861522_698997116933169""",MOCHA
"""NO!!!!dont #MochaUsonBlog.""","""10154706823861522_1222127901158664""",MOCHA
"""Hi good morning  mocha uson from ksa""","""10154706823861522_1313841281959952""",MOCHA
"""Ms mocha wag kang bumitaw ok......""","""10154706823861522_1241918032517182""",MOCHA
"""PLEASE PLEASE PLEASE PLEASE DON'T STOP""","""10154706823861522_1771820683066316""",MOCHA
"""Hi""","""10154706823861522_570055733183756""",MOCHA
"""Idol c president duterte lng ang dpat mgpatigil stin hnd sla wla slang krapatan mgpatigil,lam n ntin kng sno snong nsa likod nto bsta go go go lng tyo mga k DDS idol pls pls pls Laban tyo bsta lumabas lng ang Tama""","""10154706823861522_1248252638549797""",MOCHA
"""hi mocha bakit last fb live? god bless sa yo""","""10154706823861522_1101122133328881""",MOCHA
"""Bakit gusto nila mawala ang blog ni Mocha Uson dahil ba nag sasabi sya ng totoo? Ang cheap tlaga ng mgA dilawan na yan. Nandito lang kami Miss Mocha. We will pray for u and for the whole nation.""","""10154706823861522_1798892760353361""",MOCHA
"""Be Strong MOCHA USON BLOG""","""10154706823861522_1818423318378987""",MOCHA
"""Kamusta n si Lalabz""","""10154706823861522_1791810051090858""",MOCHA
"""don't give up miss mocha...God will be doing great things on ur favor... keep the Faith.""","""10154706823861522_977601645684975""",MOCHA
"""Lablabz""","""10154706823861522_980531365392411""",MOCHA
"""Edi mabute wala na magkakalat ng maling balita balik k nlng sa bj story mo""","""10154706823861522_980531368725744""",MOCHA
"""Bumalik ka Mae delacerna""","""10154706823861522_1767312526864777""",MOCHA
"""PLS COME BACK Meili Mae Dela Cerna""","""10154706823861522_1135797816509387""",MOCHA
"""Hi mocha gud morning I'm watching from Malaysia go mocha all pilipino her in Malaysia will support God bless you""","""10154706823861522_1241918799183772""",MOCHA
"""God bless you watching from Singapore""","""10154706823861522_561211544083328""",MOCHA
"""bkit po?""","""10154706823861522_1782492391991369""",MOCHA
"""Nag google search ako yesterday about ninoy history and what i found is he's connected with d CIA. Is that true?""","""10154706823861522_677210042437322""",MOCHA
"""Tama ka miss Mocha""","""10154706823861522_571746713008612""",MOCHA
"""HINDI PWEDE MANYARI YAN""","""10154706823861522_1771820853066299""",MOCHA
"""Go LNG po maam mocha""","""10154706823861522_1161774797223522""",MOCHA
"""gawa k nlang ng bago.maamp""","""10154706823861522_623475344520629""",MOCHA
"""dont say last..say last means give up or looser..keep on fighting!!!""","""10154706823861522_1275242515880894""",MOCHA
"""Wag numb sana""","""10154706823861522_1145170655576272""",MOCHA
"""Ignore that trolls""","""10154706823861522_1773720139560336""",MOCHA
"""LP Lacierda lahat ng bad words na cnbi mo k Ms Mocha,babalik yan sa u 16million x\ud83d\udcaa\ud83c\udffd\ud83d\udc4a\ud83c\udffe\ud83c\uddf5\ud83c\udded\ud83c\uddf5\ud83c\udded\ud83c\uddf5\ud83c\uddedito ka oh\ud83d\udc0a\ud83d\udc0a\ud83d\udc0a\ud83d\udcb0\ud83d\udcb0\ud83d\udcb0\ud83d\ude24\ud83d\ude1d\ud83d\ude2c""","""10154706823861522_949029245240588""",MOCHA
"""Dear Mocha. Don't give up.. The fight is not over. You have me and you have us..""","""10154706823861522_571746773008606""",MOCHA
"""don't stop if you think your doing is right... we support you all the way...""","""10154706823861522_1458223014192229""",MOCHA
"""hello gud am""","""10154706823861522_561211660749983""",MOCHA
"""Ingit lng po sila ate mocha pabati naman mula sa roxas city capiz kung  san si marimar haha pero du30 kami""","""10154706823861522_618508398332218""",MOCHA
"""#madampatoloymonalang,angmagandngnagamo""","""10154706823861522_862594970543471""",MOCHA
"""Morning miss beautipul""","""10154706823861522_702896786532211""",MOCHA
"""HINDI KAMI PWEDENG TUMAHIMIK""","""10154706823861522_1809193796036231""",MOCHA
"""Hi.""","""10154706823861522_902992386510811""",MOCHA
"""Hi ate mocha""","""10154706823861522_1793028230938759""",MOCHA
"""Plz continue wat u \u013aove to do lots duterte supporters than anti god bless our president duterte \ud83d\udc93 and you too""","""10154706823861522_571746896341927""",MOCHA
"""Ingit lang sila madam""","""10154706823861522_1049774131787146""",MOCHA
"""Ayus""","""10154706823861522_1773720246226992""",MOCHA
"""Your haters don't have enough manpower too pin you down...go lng mocha....\ud83d\udc4a\ud83d\udc4a\ud83d\udc4a\ud83d\udc4a""","""10154706823861522_1101122939995467""",MOCHA
"""Maam mocha goodmorning, tuloy tuloy lng ntin ang Laban pra sa bayan""","""10154706823861522_1809193892702888""",MOCHA
"""Maganda na sexy pa at matalino pa""","""10154706823861522_1809193899369554""",MOCHA
"""Sama Sama cla Para patumbahin ang Mocha blog, suportahan natin c mocha wag nating iwanan....mabuhay ka mocha...""","""10154706823861522_1275243095880836""",MOCHA
"""Bktttt.""","""10154706823861522_949030205240492""",MOCHA
"""Just continue what you are doing, because you are doing the right thing.""","""10154706823861522_1285984608112415""",MOCHA
"""Why won't we make a counter petition? We are more than those noisy brats. Mocha has given an invaluable contribution to Philippine social media and public information. We have to do our part to make the constitutional right to free speech a right for all and not a fee disentes (yuck!). Mr. @Mark Zuckerberg and his FB team should rethink their banning guidelines to determine which pages posts contents that are contrary to public sensitivities. As far as I concerned the posts from disente pages reeks of vindictiveness, foul language and attempts to discredit the accomplishment of this administration. Let us all unite to make cyberspace a truly democratic space FOR ALL and not a noisy few! #wakeupphilippines #disentepwe""","""10154706823861522_618508934998831""",MOCHA
"""Mocha remember Jesus christ  himself has been tested 3 times by the Devils but our lord remain firm to his fate and to his journey.  Never give up of what you been doing to our DDS all over the world. You're the only link to all of us.""","""10154706823861522_862595317210103""",MOCHA
"""Hayaan mo nalang silang magsalita ng ganyan kasu sila daw ang mga perfect. .""","""10154706823861522_1818423711712281""",MOCHA
"""Watching Turaif, Saudi Arabia""","""10154706823861522_902992733177443""",MOCHA
"""God Bless po Ms. Mocha go lang po tayo... \ud83d\udc4a\ud83c\udffd\ud83d\udc4a\ud83c\udffd\ud83d\udc4a\ud83c\udffd\u2764\ufe0f\u2764\ufe0f\u2764\ufe0f""","""10154706823861522_677211525770507""",MOCHA
"""Hello Sexy mocha""","""10154706823861522_686340528183536""",MOCHA
"""stay strong ate mocha don't worry kasama mo ang 16m na taong sumuporta kay tatay digong tuloy lang ang laban handa kita bigyan ng maraming account sa fb  para sa pag babago sobrang idol kita""","""10154706823861522_1049774715120421""",MOCHA
"""Toloy ka lng kami bahala mga bisaya""","""10154706823861522_1135799393175896""",MOCHA
"""More than 16 millions of Filipinos diehard Supoters kaya ipagpatuloy mo yan ganda ignore mo sila inggit lang sayo at gusto sumikat kagaya mo..Go Go Go dito lang kami""","""10154706823861522_1049774771787082""",MOCHA
"""Shot out sayo""","""10154706823861522_1101123246662103""",MOCHA
"""Hi ate mocha""","""10154706823861522_623475774520586""",MOCHA
"""Mucha  parang pumayat konti kasi kolang ka sa tulog ingatan mo ang sarili mo  love ka namin..""","""10154706823861522_1248254548549606""",MOCHA
"""Watching from K.S.A..keep up the good work""","""10154706823861522_1241920315850287""",MOCHA
"""Ignore ignore them that is the best way""","""10154706823861522_1313843511959729""",MOCHA
"""hahah nice MOCHA USON BLOG""","""10154706823861522_949030661907113""",MOCHA
"""Dapat wag tayo magpatalo sa mga Dimonyo nayun.""","""10154706823861522_702897079865515""",MOCHA
"""hello frm qatar""","""10154706823861522_561212024083280""",MOCHA
"""tama yan hahaha, kain sila ng saging""","""10154706823861522_1818423921712260""",MOCHA
"""Watching fron sabah malaysia...Hello mg tanong lang ako po....ma'am,kpag ang OFW uwe nang pinas.. Guido bha mg loan ng pera, para sa nigusyo,,DU30 ADMTRATION""","""10154706823861522_698998693599678""",MOCHA
"""I love mocha uson""","""10154706823861522_1782492938657981""",MOCHA
"""Bakit nman miss Mocha""","""10154706823861522_1313843685293045""",MOCHA
"""Hi! from malaysia""","""10154706823861522_977604542351352""",MOCHA
"""Basta may katutuhanan ipaglaban natin, go duterte""","""10154706823861522_1798895607019743""",MOCHA
"""Bkit di nila pa suspended ung page ng dilawan bkit ung kay presidente pa npakawalangya nmn nila wala na sila respeto sa mahal natin presidente""","""10154706823861522_1458224124192118""",MOCHA
"""Namiss dn kta""","""10154706823861522_702897223198834""",MOCHA
"""Hai ms. Mocha\ud83d\ude0d""","""10154706823861522_570056759850320""",MOCHA
"""Naku Mocha huwag mo silang panalonin.  Mag stay ka para sa amin ka DDS.  <3""","""10154706823861522_1201695636568563""",MOCHA
"""Hayaan mo sila Mocha dahil gagawin lahat nila ang pang gugulo pra siraan ang ating Pangulo.At kong bata pa yan hangang maaga putulan na yan sungay.""","""10154706823861522_862595767210058""",MOCHA
"""Watching from KL""","""10154706823861522_949031038573742""",MOCHA
"""Sa totoo lang ms..mocha hindi na ako nanonood ngb mainstream  medi\u00e0..sa iyo nalang ako naniwala...puro kasinungalingan naman mga mainstream  media for business....""","""10154706823861522_1798895873686383""",MOCHA
"""Kasi nga mas naniniwala ang mga tao sa balita mo at update kay president Duterte kaysa manood ng balita sa tv at magbasa ng dyaryo""","""10154706823861522_862595813876720""",MOCHA
"""Nag iinit ang ulo nila kasi malalaman ang mga baho nila..Kakapal ng mga muks nila gusto nila yellowtards parin ang masusunod o kaya ang mga oligarch..ang gagaling nila.Kahit anong mangyari lalaban kami para sa pamilya namin dyan sa pinas.\ud83d\udc4a\ud83d\udc4a\ud83d\udc4a\ud83d\udc4aSegi lang pagbigyan mo sila mocha baka sasaya sila.""","""10154706823861522_1135800056509163""",MOCHA
"""Stay strong \ud83d\udcaa mocha, from ofw dds of Auckland new Zealand""","""10154706823861522_1773721262893557""",MOCHA
"""Gusto nila patahimik...para walang mka paglabas ng katotohanan""","""10154706823861522_570056863183643""",MOCHA
"""It's our choice not them""","""10154706823861522_1241920852516900""",MOCHA
"""Hi mocha""","""10154706823861522_1297251900305950""",MOCHA
"""Go mocha kahit ano panira nila sayo we support you and our cause""","""10154706823861522_1248255228549538""",MOCHA
"""Pabati hehe""","""10154706823861522_1101124053328689""",MOCHA
"""Idol!""","""10154706823861522_1275246249213854""",MOCHA
"""Hi mocha!stay beautiful.happy fiesta sa brgy. nmen Banalo Lobo Batangas.sana wag ka po patitinag.ipagpatuloy lng nten ipagllban ang ating presidente.sobra pasalamat kmi sa page mong to,keep it up.ilove this page.watching you here in Abu Dhabi UAE..""","""10154706823861522_1798896370353000""",MOCHA
"""Hinde pwedeng mag suspend sa iyo.""","""10154706823861522_949031158573730""",MOCHA
"""Ito lang ang masasabi q ano man man ang mangyarj walang iwanan hanggang sa huling termino  ni tatay digong kaya huwag tayong  makalimot na nanjan lang yong mga dilaw na nag aantay at gusto palitan c tatay kasi nganga na sila ngayun wala na kasing manakaw eh...at yong pera na galing sa china ngayun aygo naglalaway yong mga dilaw na buwaya kasi wala na silang manakaw ha ha ha""","""10154706823861522_677212055770454""",MOCHA
"""mga taong against kay mocha tigil nyo na let her do her thing wla mababawasan ang mga taong pinagtatawanan natin. she's great for fb because she is ignorant and naive. so stop this ridiculous petition and let her self destruct ha ha ha.""","""10154706823861522_1818424105045575""",MOCHA
"""Ok lang. .ano gusto ba nila away he hehe""","""10154706823861522_677212125770447""",MOCHA
"""Go lang po miss mocha, suportahan po naten c president Duterte... para sa pagba2go... GOD BLESS US ALL...""","""10154706823861522_561212697416546""",MOCHA
"""Hi mocha""","""10154706823861522_686341084850147""",MOCHA
"""Magpatuloy ka lang Mocha""","""10154706823861522_977605519017921""",MOCHA
"""Hi""","""10154706823861522_1241921229183529""",MOCHA
"""NO way""","""10154706823861522_1201696229901837""",MOCHA
"""Hi idol""","""10154706823861522_1818424171712235""",MOCHA
"""hi mocha""","""10154706823861522_1782493398657935""",MOCHA
"""Hi""","""10154706823861522_1767313980197965""",MOCHA
"""Tuloy lang laban Ms. Mocha""","""10154706823861522_702898289865394""",MOCHA
"""Dapat ang e suspend mga media n bais..rappler...ibang news magazine at ibang report nga mga bais""","""10154706823861522_1145173142242690""",MOCHA
"""Dont wori mocha if ever ma close blog mo open ka panibago. Madali lang mag desimmate ng page mo""","""10154706823861522_1771822063066178""",MOCHA
"""why?""","""10154706823861522_618511398331918""",MOCHA
"""bakit naman po last kung busy ka ngayon pag di ka busy saka na lang ulit.""","""10154706823861522_1222130761158378""",MOCHA
"""Watching from Israel.""","""10154706823861522_949031668573679""",MOCHA
"""Go Lang mocha its our rights. And fight. For a better. Good in our country. Godbless""","""10154706823861522_1101124589995302""",MOCHA
"""Ipagpatuloy mo lang mocha ang laban natin :-)""","""10154706823861522_1767314226864607""",MOCHA
"""Sila ang manahimik""","""10154706823861522_977605892351217""",MOCHA
"""hi mocha  qassim""","""10154706823861522_1313845358626211""",MOCHA
"""Yes boobs""","""10154706823861522_618511941665197""",MOCHA
"""Admire u much! Be strong....""","""10154706823861522_571748536341763""",MOCHA
"""DI KA NILA KAYANG ITUMBA""","""10154706823861522_1798898780352759""",MOCHA
"""Ang palisan ay pagkatalo kya dapat lumaban""","""10154706823861522_618511998331858""",MOCHA
"""Mga oligarch at mga dilawan yan talaga problema ng bayan natin""","""10154706823861522_1313845765292837""",MOCHA
"""Gogogo mam! Mocha hwag Kang magpatibag katulad sa Presidenti natin""","""10154706823861522_623476721187158""",MOCHA
"""Mocha anong huling fb?""","""10154706823861522_980534702058744""",MOCHA
"""Just go on kung ano ang mabuti para sa ating bansa""","""10154706823861522_1145173625575975""",MOCHA
"""Pagnangyari un, gawa ka uli ng bago g pa""","""10154706823861522_618512011665190""",MOCHA
"""mocha mamimiss k ng bayan karerista""","""10154706823861522_1771822483066136""",MOCHA
"""Inggit lang sila dahil walang silang magawang maganda sa kapwa nila.""","""10154706823861522_1791812061090657""",MOCHA
"""if facebook would actually suspend your blog then you need to send facebook a letter asking them why they are going to suspend your page. Facebook will not suspend your account if there's no valid reason. You didn't bully anybody, you didnt post inaapropriate and sexual stuff. MOCHA USON BLOG please read facebook rules, this will arm you to  keep your page. Let us not let this presstitutes and yellowtards succeed in their evil deeds""","""10154706823861522_949032018573644""",MOCHA
"""HuwAg magpapatalo sa mga masasama .""","""10154706823861522_570057943183535""",MOCHA
"""Hi""","""10154706823861522_902994623177254""",MOCHA
"""Tuloy ang Laban...wag pa patalo""","""10154706823861522_677212745770385""",MOCHA
"""Hi mocha from uae""","""10154706823861522_1798898993686071""",MOCHA
"""Kasi nga talo mo sila Mocha kasi mas magaling ka kaysa kanila kasi katotohanan lang ang ginagawa mo eh sila napaka bias journalist na nga bias pa kasi mga mukang pera!.Godbless you always.Samasama tayo sa tungo sa pagbabago.""","""10154706823861522_1275247682547044""",MOCHA
"""I hope that the Duterte admin will give assistance to resolve this matter so the Mocha Uson Blog will continue to run this page - real, credible, and up to date. Ms Mocha you are the best!""","""10154706823861522_1275247779213701""",MOCHA
"""Good morning Miss pretty Mocha.""","""10154706823861522_1773723382893345""",MOCHA
"""Watching from Ak Fight Lang Ng fight mocha""","""10154706823861522_1297252923639181""",MOCHA
"""Alam mo maam mocha kung sbihin mong last facebook live mo na yn nku tuwang2 mga detractors mo pro payo q lng don't give up ituloy mo yn kc mlaking mwala lalo na sa mga sumusubaybay sa totoong ngyayari bka maulit uli yong noong pnahon na walang social media gnawang tang ang tao bsta go go go don't give up""","""10154706823861522_623476867853810""",MOCHA
"""Inggit sila Kasi di sila sexy hahaha!  Tawa ka lang""","""10154706823861522_1161777913889877""",MOCHA
"""Don't give up Mocha. Inggit Lang sila. Kailangan ng taong bayan Ang kagaya mo. Ikaw Ay tunay na makabayan at makatao. Hayaan mo na ang mga bobong kultong dilaw. Don't let them win.""","""10154706823861522_1771822549732796""",MOCHA
"""Sinuswerte sila.gusto nila sila lang makikinabang sa article 19.mahiya sila.go lang Miss Mocha.""","""10154706823861522_1458228320858365""",MOCHA
"""Miss mocha wag mo itigil yang ginagawa mo po,hanggat sa dulo na pwede pa mag live ituloy mo po,,kung suspende saka kana tumigil,,hayaan mo sila,, hamunin mo pa sila miss mocha sa gustong magpasuspende sau""","""10154706823861522_980535038725377""",MOCHA
"""#iSupportMochaUson #DU30""","""10154706823861522_570058066516856""",MOCHA
"""bat ba nakiki alam mga bias. na yan go go go miss mocha,lahat tau my freedom. of speech palibhasa mga inggit cla sa katotohanang mga balita,dito nga po kami nakakabasa ng news miss Mocha,wag alisinnnnnn""","""10154706823861522_977606409017832""",MOCHA
"""Stay strong""","""10154706823861522_1625133954445997""",MOCHA
"""Walang susuko mga ka dds""","""10154706823861522_980535565391991""",MOCHA
"""Take it off... Take it off... \ud83d\udc59\ud83d\udc4f\ud83d\udc4f\ud83d\udc4f""","""10154706823861522_570058149850181""",MOCHA
"""INGGIT ANG MGA YELLOWS. .""","""10154706823861522_699002330265981""",MOCHA
"""Don't give up miss mocha, madami kami nagmamahal sayo, god bless,""","""10154706823861522_902996746510375""",MOCHA
"""FB will dismiss petition due to violation of  \""FREEDOM OF SPEECH\"".""","""10154706823861522_677212982437028""",MOCHA
"""Hi mam""","""10154706823861522_1222131981158256""",MOCHA
"""Paramihan na lang ng mga angry emoticons!!! Para panalo sila\ud83d\ude0a..ganito Lang yan, Hindi matanggap nang mga hipokritong mga anti duterte na maraming pagbabago na kapakipakinabang Sa Mas nakararaming Pilipino.. wala kse silang magandang ginawa\ud83d\ude06\ud83d\ude06\ud83d\ude06""","""10154706823861522_902997369843646""",MOCHA
"""Wag tayo mag patalo sa mga yellowtard. For mga haters mag suicide na kayo pls lang.lol""","""10154706823861522_949032391906940""",MOCHA
"""Ganyan  galit ng kalaban pati page binabanatan.. martial law ba sino ngayun dictador""","""10154706823861522_571748903008393""",MOCHA
"""Morning...watching from dubai""","""10154706823861522_977606819017791""",MOCHA
"""Hi""","""10154706823861522_1145174738909197""",MOCHA
"""Bakit po?""","""10154706823861522_1767315036864526""",MOCHA
"""Go Lang mocha uson suportado ka namin sa lahat ng hakbang mo""","""10154706823861522_623477341187096""",MOCHA
"""Ingit lng yan sila maam kase sexy at maganda ka.hhahahah""","""10154706823861522_977607022351104""",MOCHA
"""Guys like page nyu  bagung gawa ni miss mocha""","""10154706823861522_677213165770343""",MOCHA
"""Hi ms mocha!""","""10154706823861522_1161778610556474""",MOCHA
"""FB have the technology to filter which page is fraud and not!! due to same violation of \""FREEDOM OF SPEECH\"".""","""10154706823861522_1275248965880249""",MOCHA
"""Be strong dahil pinupukol talaga ang punong mabunga""","""10154706823861522_949033328573513""",MOCHA
"""Ipagdasal natin ang buong Pilipinas.. at alam natin Kung sino ang tunay na may malasakit\ud83d\ude0a""","""10154706823861522_571749429675007""",MOCHA
"""wathing from hongkong Good morning mocha""","""10154706823861522_1275249079213571""",MOCHA
"""Let's petition to keep Mocha Uson blog. We will definitely win.""","""10154706823861522_1791812787757251""",MOCHA
"""Labas mo mocha pra mlaman ng madla people""","""10154706823861522_862597587209876""",MOCHA
"""Wag ka titigil Ms Mocha. Marami kme n sumusuporta sau.. god bless us""","""10154706823861522_1285991704778372""",MOCHA
"""Ying buntong hiniga mo paran g ang bigat""","""10154706823861522_623478007853696""",MOCHA
"""You have the right to express whatever statement you want to say walang pakialam""","""10154706823861522_702899986531891""",MOCHA
"""Kamusta po""","""10154706823861522_686342334850022""",MOCHA
"""\ud83d\ude0d\ud83d\ude0d\ud83d\ude0d\ud83d\ude0d\ud83d\ude0d""","""10154706823861522_1135802926508876""",MOCHA
"""Si patay gutom nA lacierda pakana nito""","""10154706823861522_1222132911158163""",MOCHA
"""Sinu ba yang up atudent ba yan. Para balikan natin, baka akala nila matatalino sila.""","""10154706823861522_1798902163685754""",MOCHA
"""Hi ms uson from bahrain godbless""","""10154706823861522_1313848128625934""",MOCHA
"""Hi  ellow  from  riyad""","""10154706823861522_589950377860765""",MOCHA
"""Tama""","""10154706823861522_589950391194097""",MOCHA
"""Saging pa more ha ha ha""","""10154706823861522_977608762350930""",MOCHA
"""NASA likod m kami\ud83d\ude0a""","""10154706823861522_1248257791882615""",MOCHA
"""God Bless you Mocha just stay tuned""","""10154706823861522_618513394998385""",MOCHA
"""Yong totoong nangyayari sa bansa ang dapat ibalita, hindi yong puro kontra at kasiraan sa pangulo.\ud83d\udc4a\ud83d\udc4a\ud83d\udc4a""","""10154706823861522_862597703876531""",MOCHA
"""hindi yan... di sila magtatagumpay pray natin tong page na to.""","""10154706823861522_1782495591991049""",MOCHA
"""Gumawa ka ng lang ng website tapos link mo dito""","""10154706823861522_686342438183345""",MOCHA
"""Wag nman last..""","""10154706823861522_977609032350903""",MOCHA
"""Miss mocha ng dahil sa blog mo tulad namin dito sa labas sayu kunukuha ng news na hindi bias kaya maraming salamat sau sa volumtary mong malasakit para sa tatay degong at sa tunay na pagbabago sana ipapatuloy mo ang magandang gawain nato ang god always protect you and ur colleague from Kuwait""","""10154706823861522_977609035684236""",MOCHA
"""Hindi fake yun account namin totoo po kami""","""10154706823861522_1818425281712124""",MOCHA
"""Hi idol morning sau""","""10154706823861522_1248258121882582""",MOCHA
"""Hinde b alam nun bata kung saan natutunan ang korapsyon. At mga nagtuturo gumawa ng NGO's or organization para magkaron at mkakuha ng pondo mula sa govt. Kung paano nagiging profit ang pagkaroon ng ngo's""","""10154706823861522_1782495755324366""",MOCHA
"""Bakit huling live mo na? ibig bang sabihin susuko kana?""","""10154706823861522_561214190749730""",MOCHA
"""pg hndi ka mocha napetition sa fb humanda kna sa susunod mo mkakalaban mas mbigat to to ay ngsisimula sa letter S ..""","""10154706823861522_570059143183415""",MOCHA
"""Ano naman kasi masamang ginagawa ni Mocha sa mga post nya!?""","""10154706823861522_677213685770291""",MOCHA
"""Hello gudmorning sayang nman pla maaslis yang uson mocha . Pwede nman yatang gumawa k ulit. Alam mo malungkot na wla yang uson mocha. Kc minsan dyan aq nagdedepen ako sa balita mo. Kc nga puros kasinungalingan yung balita din. Pero ayaan mo n lmang cila . Nakikita nman ni lord yan. Mga problema sa  pinas. Gusto ko nga ng maging frend ka . Mabait ka sa pangulo. Sana maging frend tyo. Saan k kaya makokontak ka uli""","""10154706823861522_1285992604778282""",MOCHA
"""Gawa tayo ng SARILING NEWSPAPER..""","""10154706823861522_1809200412702236""",MOCHA
"""Davao un saging""","""10154706823861522_561214210749728""",MOCHA
"""Go..go..go kalang  mocha hwg nman kayong patatalo ..be strong  dito lng kami .""","""10154706823861522_1145176918908979""",MOCHA
"""Naiinggit sila ....""","""10154706823861522_1241925119183140""",MOCHA
"""Go mocha""","""10154706823861522_1313848811959199""",MOCHA
"""ate mocha ? ganda mo talaga ..idol kita ..:3 we also love you ..salamat sa mga news mo :)""","""10154706823861522_1145177042242300""",MOCHA
"""I idol d best ka.... ingat po lagi""","""10154706823861522_1275250815880064""",MOCHA
"""Be strong po""","""10154706823861522_1313848835292530""",MOCHA
"""hi mocha..keep it up sa good work....ingat always.""","""10154706823861522_1791813391090524""",MOCHA
"""gud morning ms. mocha, watching you here in macau""","""10154706823861522_1782495868657688""",MOCHA
"""Pag sinabotage page u,, ask ka tulong sa unanimous  PH,, or kay riyoh,,,(:""","""10154706823861522_1101127503328344""",MOCHA
"""Iilan lang sila Miss Mocha wag ka patinag sa mga disenteng mga bakulaw..mas marami kaming naniniwala sau...God Bless Fight!!!!""","""10154706823861522_1101127556661672""",MOCHA
,"""10154706823861522_746686972138968""",MOCHA
"""Nagagalet lang yan miss mocha kasi nag mahal na ang shabu kasi bumababa ang volume ng pinag kukunan nila.""","""10154706823861522_1222134507824670""",MOCHA
,"""10154706823861522_1793030667605182""",MOCHA
"""Hindi troll si Mocha! Sya ay boses lamang. Sya din ang boses ko. Maraming salamat sa pag iintindi.""","""10154706823861522_977609592350847""",MOCHA
"""well..kahit siguro si Papa Jesus ang maging President ng Pilipinas e nanjan parin ang mga yellow garbage zombie..ganyan sila kasama dahil sa masamang sapi na kumain ng kanilang pagkatao..yan ung kultong Dilaw!!!""","""10154706823861522_686342801516642""",MOCHA
"""mocha.  hwag kang makinig sa mga haters at inggitera . U have the right to exercise your freedom of speech .""","""10154706823861522_618514091664982""",MOCHA
"""Mocha, ikaw Yung boses Para sa amin mga Sambayanang Pilipino.""","""10154706823861522_1793030737605175""",MOCHA
"""We are powerful mam mocha kasi ngkakaisa tayo mga bumoto kay pangulo duterte.""","""10154706823861522_1145177292242275""",MOCHA
"""Kunti lang un d naniniwala sau,mas marami kaming may tiwala sa malasakit mo,so dont give up""","""10154706823861522_571750163008267""",MOCHA
"""GO GO GO MOCHA SOLID DDS  will be with you till the end because we fully believe in your fight for our beloved President Duterte in his mission for genuine change in our country! HUWAG KANG PATITINAG AT MAS MARAMI TAYO LABAN SA PUWERSA NG DILIM NA GUSTO TAYONG MAWALA AT KELANGAN NAMIN BOSES MO PARA SA ATING GRUPO NA NAKIKIPAGLABAN PARA SA IKABUBUTI NG BANSA! MORE POWER MOCHA AND GOD BLESS US ALL!""","""10154706823861522_1297256593638814""",MOCHA
"""Ahaha grade sch lang pla sila.""","""10154706823861522_977609975684142""",MOCHA
"""Hellow po from kuwait dutertes warriors po kme d2.... safe na ba mkauwi na pinas ngyn?""","""10154706823861522_1771823509732700""",MOCHA
"""Ms Mocha takot sila na malaman ng mga taong bayan ang mga Totoo mga binabalita mo.... wla na kasi naniniwala sa mga bias media na (ABSCBN)...kapal nila kapag hindi na kaya ang malabanan ang totoo pinaparaan agad sa mga kaso2 mga duwag!!! Lumaban kayu ng hanggat kaya nyo!!!kasi kami mga Duterte Diehard Supporter hindi kami susuko lalaban kami kahit anong mangyari!!! Mas bobo pa kayu sa lahat ng bobo!!! Maganda nga pinapasokan nyo na paaralan pero mas mabuti pa sa inyu mga taong wlang pinag aralan may respeto pa sa kapwa!!! kayu ang TAE ng ugali nyo!!! Tandaan nyo lalaban kami kahit anong mangyari dahil kahit kaylan hindi magtatagumpay ang mga MASAMA laban sa MABUTI tandaan nyo yan mga ANTI- BACTERIA!!!""","""10154706823861522_1791813504423846""",MOCHA
"""Kaya mo yan mocha, ur brave girl""","""10154706823861522_1101127689994992""",MOCHA
